stop_id,stop_code,stop_name,stop_lon,stop_lat
490000139R,74958,London Bridge Station,-0.087378,51.50597
490007964H,55666,Hays Galleria,-0.084098,51.50515
4900R0049J,77086,Abbots Lane,-0.081876,51.50419
490016580H,57792,City Hall,-0.079971,51.50357
490013746K,72106,Tower Bridge Road,-0.077975,51.50272
490005733J,54384,Deptford Church Street  Creek Road,-0.022948,51.48007
490014313L,52478,Wavelengths,-0.022470,51.47713
490002029N,56458,Deptford Bridge,-0.023246,51.47551
490007024R,54705,Friendly Street,-0.023322,51.47276
490005696S,59043,Cranbrook Road (SE8),-0.021441,51.47065
490002035B,74695,Elverson Road,-0.018497,51.46814
490008550E,58547,Jerrard Street,-0.016451,51.46616
490009234E,49459,Loampit Vale,-0.014546,51.46529
490015150Z,48601,Bromley Road  Lewisham Town Hall,-0.020302,51.44339
490004865S1,71887,Catford Garage,-0.017806,51.43490
490003699N,54867,Baylis Road  Lower Marsh,-0.110640,51.50133
490000254QA,54221,Waterloo Station  Waterloo Rd,-0.111003,51.50301
490011757M,56242,The Royal Courts of Justice,-0.114165,51.51331
490009443G,56735,Ludgate Hill  Old Bailey,-0.101888,51.51395
490012873A,53477,St Paul's Cathedral,-0.097625,51.51319
490000225U,76584,St. Paul's Station,-0.098147,51.51520
49008743N1,48024,Little Britain,-0.098075,51.51761
490010130E,73989,London Wall  Museum Of London,-0.095194,51.51758
490015208A,91267,London Wall  Moorgate Station,-0.089745,51.51758
490000149B,55627,Moorgate Station,-0.088174,51.51862
490015209D,NA,Finsbury Square,-0.087257,51.52123
490015195N,48584,Old Street,-0.087509,51.52383
490011249A,57243,Moorfields Eye Hospital,-0.088810,51.52822
490010126N,47232,Bevenden Street,-0.086321,51.53051
490009942N,51976,Mintern Street,-0.087242,51.53262
490006289N,56835,Eagle Wharf Road,-0.088987,51.53500
490003601N2,58020,Baring Street,-0.088804,51.53662
490006169N1,72183,Downham Road,-0.085987,51.53914
490015109W,73828,Northchurch Road Haggerston,-0.085132,51.54131
490006593E,56029,Ufton Road,-0.083917,51.54312
490018899E,91513,Englefield Road Mortimer Road,-0.078531,51.54258
49009917SW,91469,Tottenham Hale Bus Station,-0.061159,51.58825
490009917A,91464,Tottenham Hale Bus Station,-0.060868,51.58864
490018899W,75368,Englefield Road Mortimer Road,-0.078148,51.54245
490006593W,51394,Ufton Road,-0.083562,51.54299
490015109S,56356,Northchurch Road Haggerston,-0.084711,51.54207
490006169S1,54744,Downham Road,-0.085377,51.54029
490015282S,75886,Canal Walk,-0.086222,51.53802
490003601W,55561,Baring Street,-0.089295,51.53627
490006289S,71167,Eagle Wharf Road,-0.087933,51.53401
490009942S,74266,Mintern Street,-0.087111,51.53263
490003960S,58302,Bevenden Street,-0.086711,51.52980
490015193D,58537,Old Street Stn  Moorfields Eye Hosp,-0.087908,51.52739
490015195M,74231,City Road  Leonard Street,-0.087421,51.52420
490006612E,71579,Epworth Street,-0.087158,51.52291
490015209K,47791,Finsbury Square  Moorgate,-0.087334,51.52009
490015208N,52872,Moorgate Station,-0.090256,51.51744
490010130W,72430,London Wall  Museum Of London,-0.095199,51.51744
490000225W,52729,St. Paul's Station,-0.097140,51.51550
490010200C,73195,St Pauls Churchyard,-0.096959,51.51291
490012873B,49762,St Paul's Cathedral,-0.099635,51.51339
490009443F,51004,City Thameslink Stn  Ludgate Circus,-0.103524,51.51412
490000254W,47028,Waterloo Station  York Road,-0.115261,51.50353
490005646G,48657,County Hall,-0.116575,51.50205
490000247G1,59410,Vauxhall Bus Station,-0.124683,51.48495
490005678X,48722,Covent Garden Market East Side,-0.126976,51.48348
490014679S,76977,Wilcox Road,-0.127813,51.48063
490008969S,52385,Lansdowne Green,-0.130307,51.47668
490008978N2,50824,Larkhall Park,-0.132135,51.47459
490013908S,52152,Union Road Clapham,-0.134742,51.47245
490010921S,91555,Pensbury Street,-0.137890,51.47082
490001310B,50531,Westbury Street,-0.140334,51.46986
490012162W,73160,Silverthorne Road Clapham,-0.143618,51.46841
490008921W,72519,Lambourn Road,-0.147116,51.46700
490011360W,56380,Cedars Road Battersea,-0.149649,51.46632
490014192N2,73954,Queenstown Rd  Wandsworth Rd,-0.150722,51.46685
490011163N,71248,Prairie Street,-0.149458,51.47069
490012161N,49814,Silverthorne Road,-0.148536,51.47284
490001234N,58239,Queenstown Road Battersea,-0.147021,51.47433
490001016D,73628,Battersea Park Station,-0.148456,51.47695
490012235N,51504,Sopwith Way,-0.149003,51.48015
490005064N,56473,Battersea Park  Chelsea Gate,-0.149685,51.48323
490009205N,75828,Lister Hospital,-0.150603,51.48615
490005063N,54722,Royal Hospital Chelsea,-0.153898,51.48837
490011763N,56694,Royal Hospital Road,-0.156471,51.48995
490000206K,55013,Sloane Square,-0.157491,51.49145
490015175A,54531,Sloane Street  Sloane Square Station,-0.157991,51.49333
490011097N,57284,Pont Street,-0.158948,51.49674
490000130K1,50034,Knightsbridge Station,-0.160207,51.50090
490000130KE,71714,Knightsbridge Station  Harrods,-0.161907,51.50163
490011822W,73840,Knightsbridge Barracks,-0.166039,51.50170
490011198W,50728,Prince Of Wales Gate,-0.169304,51.50184
490006691W,54572,Exhibition Road,-0.173313,51.50176
490011750W,58476,Royal Albert Hall,-0.178843,51.50146
490000167A,73511,Ladbroke Road,-0.198415,51.51011
490012550N,74175,Stanley Gardens,-0.202213,51.51208
490006476N,57751,Portobello and Golborne Market,-0.205190,51.51446
490004099N,55577,Blenheim Crescent,-0.208233,51.51475
490007860N,77718,Kilburn Lane  Harrow Road,-0.216118,51.52837
490003583N,56332,Banister Road,-0.216522,51.53057
490001161N,51051,Kensal Rise Station,-0.219154,51.53371
490012622S,53042,Station Terrace,-0.218337,51.53322
490003583S,76880,Banister Road,-0.216296,51.53047
490007860S,76384,Harrow Road  Kilburn Lane,-0.215970,51.52849
490006476E,NA,Elgin Crescent,-0.207105,51.51449
490003399S,71169,Portobello and Golborne Market,-0.204637,51.51386
490012550S,57335,Chepstow Villas,-0.201275,51.51176
490011334E1,74330,Queens Gate,-0.181305,51.50151
490011750E,73627,Royal Albert Hall,-0.176420,51.50188
490011198E,74344,Prince Of Wales Gate,-0.171042,51.50199
490011822E,49282,Rutland Gardens,-0.167127,51.50187
490008875KH,52248,Knightsbridge Station  Harrods,-0.163169,51.50177
490000130K2,71046,Sloane Street  Knightsbridge Station,-0.159915,51.50063
490011097S,55136,Pont Street,-0.159040,51.49769
490015175C,57856,Sloane Square,-0.157871,51.49309
490000206M,77040,Sloane Square Station  Lower Sloane Street,-0.157324,51.49166
490011763S,57487,Royal Hospital Chelsea,-0.154906,51.48912
490009205E,57157,Lister Hospital,-0.150343,51.48618
490005064S,75042,Battersea Park  Chelsea Gate,-0.149364,51.48262
490012235S,72210,Sopwith Way,-0.148894,51.47964
490001016C,76803,Battersea Park Station,-0.148284,51.47691
490001234S,50744,Queenstown Road Battersea,-0.147331,51.47413
490012161S2,74053,Silverthorne Road,-0.148474,51.47257
490011163S,58861,Prairie Street,-0.149641,51.46972
490014192S,55093,Queenstown Rd  Wandsworth Rd,-0.150511,51.46672
490014058N,50573,The Chase Clapham,-0.148670,51.46666
490012162E,74283,Silverthorne Road Clapham,-0.145050,51.46789
490012940N,51113,St Rule Street,-0.142063,51.46913
490001310A,48623,Wandsworth Road Station,-0.140334,51.46986
490013908N,57616,Union Road Clapham,-0.135888,51.47191
490008978N1,75463,Larkhall Park,-0.132213,51.47480
490008969N,74076,Lansdowne Green,-0.130868,51.47599
490014679N,52760,Wilcox Road,-0.128800,51.47937
490005678N,71785,Covent Garden Market East Side,-0.127512,51.48234
490000247H,53686,Vauxhall Bus Station,-0.124586,51.48486
490011236Q,74300,Priory Road (SM3),-0.218997,51.36759
490009524S,75461,Malden Road  Priory Road,-0.224156,51.36644
490010323H,76029,Church Hill Road North Cheam,-0.227438,51.37037
490010323C,74434,North Cheam  Queen Victoria,-0.227403,51.37165
490010325N,56526,North Cheam Sports Club,-0.224218,51.37488
490008948N1,54105,Langley Avenue (KT4),-0.222246,51.37645
490012580N,58317,St. Anthony's Hospital,-0.220708,51.37793
490007130N,76744,Stonecot Hill  Garth Road,-0.217257,51.38096
490004596N,50693,Burleigh Road,-0.214534,51.38334
490013608N2,50799,Rosehill Sutton Common Road,-0.212264,51.38518
490009426N,53170,Lower Morden Lane,-0.210081,51.38698
490011821S2,48325,Rutland Drive,-0.206042,51.39031
490010017N,50550,South Thames College,-0.203671,51.39250
490004960N,72299,Chalgrove Avenue,-0.201924,51.39526
490001197A,53798,Morden South,-0.200500,51.39675
490010019N,72553,Morden Court,-0.197120,51.39972
490000151A,72666,Morden,-0.194770,51.40208
490006133N,58316,Dorset Road Morden,-0.192296,51.40721
490002060A,57700,Morden Road Tram Stop,-0.192482,51.40942
490015174A,73242,Morden Rd  South Wimbledon Stn,-0.192814,51.41486
490014731G,58891,Wimbledon Bus Station,-0.203330,51.41880
490014743N,53649,Marryat Road,-0.220653,51.42566
490014745N,54284,Wimbledon Common War Memorial,-0.223380,51.42693
490010827N,50968,Parkside Avenue,-0.223866,51.42887
490004682N,51068,Calonne Road,-0.224391,51.43351
490010835N,75829,Parkside Hospital,-0.224630,51.43625
490011341N,59025,Queensmere Road,-0.224391,51.43945
490003146N,54726,Albemarle,-0.223429,51.44274
490013662N1,74688,Tibbet's Corner,-0.222512,51.44596
490011285N,52368,Putney Hill  Green Man,-0.220264,51.45418
490012340N,75946,Lytton Grove,-0.218747,51.45729
490001231N,71793,St John's Avenue,-0.217518,51.46001
490001231B,76192,Putney,-0.217144,51.46148
490011286M,56061,Putney Exchange,-0.215230,51.46443
490011278N,48238,St Mary's Church  Putney Pier,-0.213594,51.46649
490007281E,49980,Putney Bridge,-0.210782,51.46845
490000184Z,53259,Putney Bridge,-0.209306,51.46792
490015157T,49839,Putney Bridge Stn Gonville St,-0.211786,51.46781
490011278R,47470,St Mary's Church  Putney Pier,-0.214302,51.46533
490011286L,52714,Putney Exchange,-0.216117,51.46272
490001231E,76581,Putney,-0.216625,51.46114
490009494S,52695,Lytton Grove,-0.219186,51.45598
490013662S1,73167,Tibbet's Corner,-0.222276,51.44611
490008489S,75766,Inner Park Road,-0.222738,51.44459
490003146S,53011,Albemarle,-0.223467,51.44212
490011341S,55552,Queensmere Road,-0.224285,51.43920
490010835S,52298,Parkside Hospital,-0.224421,51.43608
490004682S,52150,Calonne Road,-0.224129,51.43247
490010827S,77178,Parkside Avenue,-0.223608,51.42846
490014745E,77234,Wimbledon Common War Memorial,-0.221999,51.42620
490014743E,71886,Marryat Road,-0.219479,51.42553
490015174B,47186,Morden Rd  South Wimbledon Stn,-0.192550,51.41463
490008586C,48836,Morden Road Tram Stop,-0.192370,51.41081
490006133B,73002,Dorset Road Morden,-0.191984,51.40675
490010020D,49823,Kenley Road (SM4),-0.191481,51.40381
490015390G,73390,London Road  Morden Station,-0.193586,51.40256
490010019S,52684,Morden Court,-0.197686,51.39884
490001197B,56317,Morden South,-0.200362,51.39588
490004960S,73668,Chalgrove Avenue,-0.201831,51.39507
490020191MU,91449,South Thames College,-0.203394,51.39369
490010017S,76637,London Road  The George,-0.203335,51.39154
490011821S1,77698,Rutland Drive,-0.206105,51.38980
490013608S,54233,Rosehill Tudor Drive,-0.210653,51.38633
490003448S,50823,Ash Road (SM3),-0.213603,51.38401
490007130S,56763,Stonecot Hill  Garth Road,-0.217934,51.38017
490012580S,56452,St. Anthony's Hospital,-0.220177,51.37829
490008948S1,47189,Langley Avenue (KT4),-0.222614,51.37586
490010325S,47370,North Cheam Sports Club,-0.224238,51.37436
490010324K,49794,North Cheam  Sainsbury's,-0.225912,51.37267
490010323D,51387,North Cheam  Queen Victoria,-0.227368,51.37143
490007945S,56454,Hayes Crescent,-0.221940,51.36951
490003048E,72914,Priory Road (SM3),-0.218610,51.36832
490010377F,47600,Hatton Road North,-0.432487,51.47948
490010349S,73801,Eastchurch Road,-0.426464,51.47707
490017652W,75344,Envoy Avenue,-0.419556,51.46904
490000103C,54830,Hatton Cross,-0.423332,51.46683
490007904H,50109,Great South West Road Hatton,-0.421369,51.46614
490007902S,49668,Hatton Green,-0.416135,51.46389
490004940S,50084,Central Way (TW14),-0.411699,51.45898
490007813S,76661,Lansbury Avenue,-0.409350,51.45656
490015730S,47298,Feltham Assembly Hall,-0.406221,51.45135
490006781S,54193,Fern Grove,-0.407085,51.45009
490001107D,47075,Feltham,-0.410754,51.44805
490001107F,71508,High Street  Feltham,-0.407550,51.44748
490006784E,76876,Feltham Police Station,-0.403649,51.44669
490004504S,56513,Browells Lane Uxbridge Rd,-0.398528,51.44499
490014673S1,49560,Wigley Road,-0.394657,51.44334
490006780E,77023,Hanworth Air Park Leisure Ctr & Library,-0.391053,51.44190
490008402S,51500,Hounslow Road Hanworth,-0.386562,51.43989
490007730S,49054,Popham Close,-0.382363,51.43819
490015342S1,54643,Apex Corner Hampton Road West,-0.379657,51.43701
490015343S2,72939,Hampton Road East,-0.376866,51.43580
490007770N,73383,Uxbridge Road  Hampton Sainsbury's,-0.375178,51.43472
490009309E,77224,Longford Close,-0.371282,51.43421
490011345E,74753,Queens Road (TW12),-0.368458,51.43312
490010804E,51806,Park Road Hampton Hill,-0.366057,51.43065
490012730S,50967,Windmill Road Hampton Hill,-0.364819,51.42907
490016458S,74628,Hanworth Road,-0.363053,51.42535
490016407E,73285,Ormond Drive,-0.360405,51.42217
490013975N,76279,Uxbridge Road Hampton,-0.358901,51.42240
490007733N,47720,Holly Road,-0.357851,51.42482
490007732N,53239,Cross Street (TW12),-0.356160,51.42665
490010806N,54712,Parkside,-0.355014,51.42812
490008814E,55375,Kings Road (TW11),-0.351113,51.42859
490010685E,47574,Oxford Road Hampton Hill,-0.348824,51.42783
490010157E,49818,National Physical Laboratory,-0.345803,51.42744
490013175E,76885,Teddington Memorial Hospital,-0.340915,51.42657
490004377E,52935,Broad Street  Teddington,-0.336863,51.42607
490013172C,55245,Elmfield Avenue,-0.333416,51.42711
490004709E,48194,Cambridge Road (TW11),-0.327705,51.42750
490013174E,73001,Teddington Lock,-0.325175,51.42865
490009699S,72265,Marston Road,-0.323259,51.42635
490003465S,76304,Kingston Lane,-0.321337,51.42384
490012449S,49362,St. Mark's Road,-0.319261,51.42164
490010311S,48202,Fairfax Road (TW11),-0.316457,51.41887
490013947S,74297,Woffington Close,-0.314740,51.41706
490001134B,51931,Hampton Wick,-0.312269,51.41425
490009430K,54368,Lower Teddington Road,-0.310911,51.41171
490005800A6,55454,Cromwell Road Bus Station,-0.299394,51.41244
490001173Q,55719,Kingston,-0.303157,51.41257
490003909P1,56580,Wood Street,-0.305411,51.41149
490009430J,52543,Lower Teddington Road,-0.311065,51.41260
490001134A,73702,Hampton Wick,-0.313016,51.41427
490013947N,76492,Woffington Close,-0.314248,51.41638
490010311N,58844,Fairfax Road (TW11),-0.316629,51.41888
490012449N,74423,St. Mark's Road,-0.319073,51.42126
490003465N,48414,Kingston Lane,-0.321647,51.42404
490009699N,71093,Marston Road,-0.323539,51.42697
490013174N,57553,Teddington Lock,-0.323965,51.42869
490004709W,47565,Cambridge Road (TW11),-0.328706,51.42728
490013172D,48336,Elmfield Avenue,-0.331996,51.42698
490004377F,52325,Broad Street  Teddington,-0.336867,51.42595
490013175W,76167,Teddington Memorial Hospital,-0.340776,51.42645
490010157W,72396,National Physical Laboratory,-0.344376,51.42714
490010685W,56168,Oxford Road Hampton Hill,-0.349853,51.42802
490010806S,50367,Parkside,-0.354568,51.42853
490007732S,75770,Cross Street (TW12),-0.355845,51.42660
490007733S,57043,Holly Road,-0.357892,51.42449
490016407W,49473,Ormond Drive,-0.359838,51.42195
490016458N,58797,Hanworth Road,-0.363287,51.42486
490012730N,49928,Windmill Road Hampton Hill,-0.365099,51.42930
490010804W,75764,Park Road Hampton Hill,-0.366241,51.43074
490011345W,49593,Queens Road (TW12),-0.369350,51.43352
490009309W,47064,Longford Close,-0.372468,51.43444
490015343N,58632,Hampton Road East,-0.377329,51.43571
490015342W1,47154,Apex Corner Hampton Road West,-0.380540,51.43726
490007730N,51382,Popham Close,-0.383037,51.43826
490008402W,51807,Hounslow Road Hanworth,-0.387026,51.43981
490006780N,48467,Hanworth Air Park Leisure Ctr & Library,-0.392589,51.44240
490014673S2,77052,Wigley Road,-0.395200,51.44346
490004504N,48824,Browells Lane Uxbridge Rd,-0.398376,51.44482
490001107A,53852,Feltham,-0.410861,51.44786
490006781N,73871,Feltham Assembly Hall,-0.406747,51.45072
490008400W,55773,Harlington Road East,-0.406390,51.45271
490007813N,71200,Lansbury Avenue,-0.409543,51.45640
490004940N,49345,Central Way (TW14),-0.412960,51.45996
490007902N,50652,Hatton Green,-0.416125,51.46376
490007904J,57181,Great South West Road Hatton,-0.421618,51.46601
490000103F,58351,Hatton Cross,-0.422854,51.46735
490017652E,51646,Envoy Avenue,-0.421873,51.46865
490000384Z,92125,Cranford Lane Hatton Cross,-0.425287,51.47612
490007905E,48950,Hatton Road North,-0.433582,51.47988
490008393W,54346,Hounslow Bus Station,-0.354873,51.47087
490011160S,56791,Pownall Gardens,-0.362492,51.46440
490001156A,48322,Hounslow,-0.362626,51.46264
490010808S,53566,Park Road  Whitton Road,-0.362567,51.45988
490014634S,73226,Whitton Dene Hounslow,-0.362400,51.45809
490014632S,71085,Whitton Church,-0.360047,51.45589
490014629C,55795,The Admiral Nelson  Whitton,-0.357140,51.45347
490014241E,73174,Warren Road (TW2),-0.352907,51.45391
490008869E,72682,Kneller Hall,-0.348017,51.45381
490013875E,55688,Tayben Avenue,-0.342158,51.45424
490013873W2,55145,Twickenham Stadium,-0.339252,51.45498
490005244S,57561,Chudleigh Road,-0.335699,51.45334
490007982S,59290,Heatham House,-0.332740,51.45122
490013871F,54490,London Road  Twickenham,-0.329182,51.44852
490020202W,NA,Heath Road  Twickenham,-0.330955,51.44529
490008009W,50039,Heath Road  Grove Avenue,-0.336324,51.44527
490013869S,58251,Twickenham Green,-0.340892,51.44390
490013865S,59084,The Prince Albert  Twickenham,-0.343278,51.44236
490013765S,73183,Trafalgar Rd  Prince Of Wales,-0.347668,51.43954
490007064F,56477,Fulwell  Sixth Cross Road,-0.350111,51.43685
490012333EB,57928,South Road  Fulwell,-0.349429,51.43581
490005445D,72209,Fulwell,-0.346290,51.43388
490011215S2,47824,Princes Road Fulwell,-0.345403,51.43095
490007249S,77423,Gloucester Road (TW11),-0.342935,51.42918
490013176S,54753,Teddington Memorial Hospital,-0.340414,51.42692
490008829S,54319,Kingston University  County Hall,-0.304137,51.40434
490013034S,74961,Surbiton Crescent,-0.303974,51.40060
490009627S,77050,Maple Road (KT6),-0.304597,51.39891
490013315S,53439,The Crescent Surbiton,-0.304041,51.39567
490015165B,50144,Surbiton StationClaremont Rd,-0.304112,51.39374
490012776E,74734,St Marks ChurchSt Marks Hill,-0.300831,51.39501
490013038S,50523,Surbiton Telephone Exchange,-0.298436,51.39369
490013032S,48470,Surbiton Health Centre,-0.298070,51.39078
490004517S,73848,Browns Road,-0.297417,51.38862
490008305S,50123,Hollyfield Road,-0.295993,51.38595
490013033S,51578,Broomfield Road Surbiton,-0.293110,51.38464
490008733N,51510,King Charles Road,-0.287993,51.38313
490011205E,59473,Princes Avenue Tolworth,-0.284973,51.38241
490013697F,74842,Tolworth Broadway,-0.281373,51.37991
490013702E,48921,Tolworth Tower,-0.280623,51.38074
490013697K,48240,Tolworth Broadway,-0.283013,51.38218
490011205L,55991,Princes Avenue Tolworth,-0.284965,51.38225
490008733P,77667,King Charles Road,-0.288239,51.38307
490013033N,71148,Broomfield Road Surbiton,-0.293186,51.38452
490008305N,55662,Hollyfield Road,-0.295850,51.38555
490004517N,74391,Browns Road,-0.297487,51.38828
490013032N,50616,Surbiton Health Centre,-0.298221,51.39059
490013038N,75957,Surbiton Telephone Exchange,-0.298816,51.39391
490012776W,72964,St Marks ChurchSt Marks Hill,-0.300376,51.39487
490001285E,51071,Surbiton,-0.303270,51.39358
490015165A,48191,Claremont Rd Surbiton Station,-0.304624,51.39391
490013315N,54543,The Crescent Surbiton,-0.304148,51.39627
490009627N,57176,Maple Road (KT6),-0.304579,51.39861
490013035N,50104,Surbiton Road  Penrhyn Road,-0.303702,51.40094
490008830N,48118,Kingston University  County Hall,-0.304529,51.40307
490005498N,54498,Kingston Crown Court College,-0.304169,51.40621
490006412E1,52143,Eden Street,-0.302721,51.40996
490013176N,49738,Teddington Memorial Hospital,-0.340739,51.42706
490007249N,58721,Gloucester Road (TW11),-0.343170,51.42904
490011215S1,48608,Princes Road Fulwell,-0.345687,51.43146
490005445C,76999,Fulwell,-0.346946,51.43485
490012333E,73508,South Road  Fulwell,-0.349533,51.43572
490007064E,51733,Fulwell  Sixth Cross Road,-0.350449,51.43664
490013765N,50373,Trafalgar Rd  Prince Of Wales,-0.346966,51.44026
490013865N,49776,The Prince Albert  Twickenham,-0.344226,51.44203
490013869N,51461,Twickenham Green,-0.340919,51.44393
490008009E,77714,Heath Road  Grove Avenue,-0.335930,51.44542
490008007T,73041,Heath Road  Twickenham,-0.330616,51.44551
490013870E,52046,London Road  Twickenham,-0.329291,51.44831
490013861B,74951,Twickenham Station,-0.331108,51.45017
490007982N,53989,Heatham House,-0.333611,51.45179
490005244N,54716,Chudleigh Road,-0.335548,51.45315
490013873W,47318,Twickenham Stadium,-0.339796,51.45467
490013875W,51888,Tayben Avenue,-0.343059,51.45401
490008869W,53892,Kneller Hall,-0.347215,51.45369
490014241W,49016,Warren Road (TW2),-0.352148,51.45380
490014629D,76248,The Admiral Nelson  Whitton,-0.356489,51.45356
490014632N,72410,Whitton Church,-0.359896,51.45568
490014634N,71123,Whitton Dene Hounslow,-0.362549,51.45835
490010808N,72025,Park Road  Whitton Road,-0.362797,51.46028
490001156B,75487,Hounslow,-0.362784,51.46306
490011160N,71050,Pownall Gardens,-0.362807,51.46444
490008392Z1,72099,Hounslow Bus Station,-0.354454,51.47093
490013100G,77586,Swan & Sugar Loaf,-0.098545,51.36324
490006027W9,56544,Delta Point,-0.100232,51.37870
490013314N,74950,The Crescent Selhurst,-0.094730,51.39077
490010868N,52086,Pawsons Road,-0.093824,51.39355
490015026M,53610,Talbot Road Thornton Heath,-0.092681,51.39684
490005424E,71250,Clifton Road (SE25),-0.089094,51.39874
490010818N,75817,Selhurst Park Stadium,-0.085258,51.40041
490014621N,58480,Whitworth Road (SE25),-0.083496,51.40232
490008410N,47594,Howden Road (SE25),-0.082087,51.40471
490014227N,72543,Wharncliffe Gardens,-0.084732,51.40646
490007344N,51248,Grange Avenue (SE25),-0.086057,51.40778
490003242N,47074,S Norwood Hill  All Saints Ch,-0.086737,51.40906
490013929N,74387,Upper Beulah Hill,-0.088085,51.41191
490003959N,58665,Beulah Spa,-0.092908,51.41453
490015337N,76144,Hermitage Road Norwood,-0.098353,51.41710
490005559N,48026,Convent Hill,-0.101506,51.41840
490003992N,48200,Biggin Hill,-0.105023,51.41892
490005839N,56046,Crown Point  Beulah Hill,-0.106287,51.42173
490005840N,75411,Crown Point  Knights Hill,-0.105744,51.42304
490020110N,92053,Lakeview Road,-0.105356,51.42478
490012969N,52129,West Norwood Fire Station,-0.104871,51.42711
490012754N,48384,St Julian's Farm Road,-0.104414,51.43016
490001331W,57513,West Norwood,-0.104227,51.43222
490013655M,52030,Norwood Road  Robson Road,-0.104045,51.43490
490008927J,50560,Lancaster Avenue (SE27),-0.105403,51.43720
490001298F1,72731,Tulse Hill,-0.106166,51.44067
490013656B,77926,Thurlow Park Road,-0.105789,51.44212
490006058N,47966,Deronda Road,-0.105029,51.44448
490004404N,51401,Brockwell Park Gardens,-0.104900,51.44657
490011701N,76278,Rosendale Road,-0.101773,51.44909
490004403N,77049,Brockwell Park,-0.101240,51.45154
490001149B,74329,Herne Hill Station,-0.101032,51.45343
490008294N,54975,Hollingbourne Road,-0.098706,51.45572
490006992N,76742,Frankfurt Road,-0.096255,51.45720
490011491N,50075,Herne Hill Road,-0.093644,51.46010
490013027N,59143,Deepdene Road Herne Hill,-0.091653,51.46192
490004092N,53332,Blanchedowne,-0.090595,51.46415
490004973H1,75417,Champion Hill,-0.090778,51.46703
490012354N,48695,Inner London Crown Court,-0.097802,51.49891
490003871DS,92436,Borough Road (SE1),-0.099339,51.49903
490008764H4,71377,King's College Hospital,-0.092338,51.46931
490004973S,52185,Champion Hill,-0.090129,51.46499
490004092S,58116,Blanchedowne,-0.090743,51.46303
490013027S,53952,Deepdene Road Herne Hill,-0.091696,51.46159
490011491S,72686,Herne Hill Road,-0.094475,51.45914
490006992S,58661,Frankfurt Road,-0.095578,51.45756
490008294S,71846,Hollingbourne Road,-0.097787,51.45601
490012877S,56952,St Paul's Church (SE24),-0.099879,51.45485
490015248C,50475,Herne Hill Station,-0.100782,51.45320
490004403F,74705,Brockwell Park,-0.100942,51.45177
490011701S,72819,Rosendale Road,-0.102562,51.44812
490004404S,77175,Brockwell Park Gardens,-0.104884,51.44624
490006058S,77206,Deronda Road,-0.104867,51.44388
490013656C,57940,Thurlow Park Road,-0.106030,51.44150
490001298G,57741,Tulse Hill,-0.106025,51.43953
490014508H,49782,Elmcourt Road Tulse Hill,-0.105536,51.43779
490008927L,50360,Lancaster Avenue (SE27),-0.104110,51.43574
490013655P,54438,Norwood Road  Robson Road,-0.103635,51.43402
490001331T,47772,West Norwood,-0.102539,51.43166
490010444W,54291,West Norwood Bus Garage,-0.103548,51.42952
490011726S,54773,Rothschild Street,-0.104278,51.42891
490012969S,74914,West Norwood Fire Station,-0.104809,51.42686
490007066S,57356,Furneaux Avenue,-0.105320,51.42388
490005839S,52626,Crown Point  Beulah Hill,-0.106017,51.42201
490007430S,75154,Grecian Crescent,-0.106427,51.42042
490003992S,47918,Biggin Hill,-0.103646,51.41882
490005559S,58593,Convent Hill,-0.100593,51.41822
490015337S,71113,Hermitage Road Norwood,-0.096556,51.41639
490003959S,56616,Beulah Spa,-0.092503,51.41424
490013929S,71214,Upper Beulah Hill,-0.088801,51.41267
490003242S,48083,Beulah Hill All Saints Church,-0.087376,51.41099
490007344S,49423,Grange Avenue (SE25),-0.086336,51.40832
490014227S,58441,Wharncliffe Gardens,-0.085029,51.40692
490011718S,71055,Ross Road,-0.083059,51.40556
490014601S,75253,Nugent Road,-0.081959,51.40367
490014621S,50527,Whitworth Road (SE25),-0.084166,51.40142
490010818S,48276,Selhurst Park Stadium,-0.086430,51.39920
490005424R,75402,Clifton Road (SE25),-0.091102,51.39815
490015026N,74471,Talbot Road Thornton Heath,-0.092460,51.39661
490010868S,74309,Pawsons Road,-0.093756,51.39311
490016652S,52151,Beaconsfield Road  Legacy Youth Zone,-0.094979,51.38998
490010343S,73787,Northcote Road  Legacy Youth Zone,-0.096154,51.38764
490012794W10,NA,St Mary's Church  West Croydon,-0.099609,51.38021
490010839C4,75108,Park Street,-0.098223,51.37343
490005855C14,NA,Croydon Flyover,-0.100387,51.37148
490013100L,58491,Warham Road  Brighton Road,-0.099336,51.36355
490010848S,74248,New Addington Tram Stop,-0.017294,51.34300
490007135N,57228,Walsingham Road (CR0),-0.014716,51.34352
490004173N,51998,Bothwell Road,-0.013213,51.34506
490014803N,50101,Wolsey Crescent,-0.012056,51.34723
490008753N,74144,Goldcrest Way  King Henry's Drive,-0.010553,51.34880
490007266N,77951,Goldcrest Community Centre,-0.010334,51.35052
490006257W,56136,Frimley Close,-0.010908,51.35253
490007013W,73915,Frensham Drive,-0.017748,51.35245
490006256W,58291,Dunley Drive,-0.020862,51.35118
490002038A,57274,Fieldway Tram Stop,-0.024328,51.35139
490003101B,53475,Addington Village Interchange,-0.032108,51.35650
490003095E,53187,Addington Road  Pumping Station,-0.018338,51.36406
490009032E,48089,Layhams Road,-0.004347,51.36933
